day,operation,hour,country,operator,operation_id,price
2024-01-08,Store CO,10,Japan,Amazon,56677,63
2024-01-08,Store XX,05,USA,Tesla,57705,73
2024-01-08,Store CO,00,France,Apple,21282,76
2024-01-08,Store CO,02,Germany,Facebook,39734,16
2024-01-08,Other Operation,01,France,Facebook,23832,7
2024-01-08,Store WS,06,Brazil,Twitter,67419,43
2024-01-08,Other Operation,08,Brazil,Netflix,51157,86
2024-01-08,Store WS,10,Brazil,Facebook,85494,2
2024-01-08,Store WS,02,Brazil,Uber,12403,65
2024-01-08,Store XX,05,Japan,Amazon,43618,33
2024-01-08,Store CO,08,Japan,Tesla,45706,98
2024-01-08,Store CO,07,UK,Microsoft,75899,7
2024-01-08,Other Operation,06,China,Facebook,67940,14
2024-01-08,Store WS,10,Canada,Amazon,51284,26
2024-01-08,Store WS,02,Germany,Microsoft,12345,57
2024-01-08,Store XX,01,France,Facebook,55795,25
2024-01-08,Other Operation,01,Germany,Amazon,73958,48
2024-01-08,Store XX,06,China,Uber,46477,75
2024-01-08,Store XX,03,Brazil,Netflix,92026,65
2024-01-08,Store XX,11,USA,Apple,92611,13
2024-01-08,Store XX,03,France,Twitter,22061,14
2024-01-08,Store CO,11,Canada,Amazon,85832,78
2024-01-08,Store WS,11,USA,Apple,68373,50
2024-01-08,Store CO,09,China,Twitter,58710,101
2024-01-08,Store WS,01,USA,Tesla,29627,7
2024-01-08,Other Operation,01,UK,Netflix,50317,23
2024-01-08,Store XX,07,India,Facebook,76357,35
2024-01-08,Store CO,10,Germany,Tesla,33684,13
2024-01-08,Store CO,02,USA,Amazon,93610,68
2024-01-08,Store CO,08,France,Uber,64288,41
2024-01-08,Other Operation,07,China,Microsoft,75283,92
2024-01-08,Store XX,07,Canada,Netflix,47086,28
2024-01-08,Store XX,10,France,Apple,47443,15
2024-01-08,Store CO,09,Germany,Uber,52136,92
2024-01-08,Other Operation,02,Canada,Twitter,92824,97
2024-01-08,Other Operation,11,USA,Microsoft,67444,31
2024-01-08,Other Operation,08,Germany,Microsoft,34651,71
2024-01-08,Store WS,00,Germany,Microsoft,97206,4
2024-01-08,Store XX,06,France,Uber,35903,78
2024-01-08,Other Operation,04,India,Twitter,57471,44
2024-01-08,Store XX,02,Japan,Tesla,23879,88
2024-01-08,Store CO,09,Japan,Apple,21976,34
2024-01-08,Store XX,11,Brazil,Apple,21874,5
2024-01-08,Store CO,08,China,Twitter,95814,14
2024-01-08,Store CO,06,Brazil,Microsoft,15510,7
2024-01-08,Store CO,03,France,Tesla,96189,15
2024-01-08,Store XX,11,Brazil,Netflix,99937,11
2024-01-08,Store XX,00,UK,Netflix,91163,89
2024-01-08,Store WS,11,India,Tesla,21352,19
2024-01-08,Store CO,02,India,Tesla,74938,87
2024-01-08,Store WS,03,Brazil,Uber,59356,44
2024-01-08,Store XX,07,China,Tesla,91203,76
2024-01-08,Store CO,10,USA,Uber,85317,100
2024-01-08,Store XX,01,China,Tesla,17415,87
2024-01-08,Store CO,09,China,Tesla,71579,23
2024-01-08,Store CO,04,Germany,Apple,75474,95
2024-01-08,Store WS,11,USA,Twitter,80281,8
2024-01-08,Store XX,08,USA,Uber,16802,81
2024-01-08,Store WS,08,UK,Microsoft,49983,22
2024-01-08,Store XX,05,USA,Amazon,55133,38
2024-01-08,Store CO,09,India,Netflix,45517,59
2024-01-08,Store XX,00,Brazil,Twitter,64047,26
2024-01-08,Other Operation,04,Japan,Microsoft,28240,60
2024-01-08,Store CO,01,China,Microsoft,74009,68
2024-01-08,Store XX,01,France,Amazon,30986,56
2024-01-08,Store XX,01,Canada,Microsoft,93023,54
2024-01-08,Other Operation,06,USA,Uber,22826,16
2024-01-08,Store WS,07,France,Microsoft,50879,36
2024-01-08,Other Operation,09,UK,Twitter,13730,86
2024-01-08,Store CO,08,UK,Netflix,60142,72
2024-01-08,Store XX,08,India,Facebook,79711,11
2024-01-08,Store WS,04,India,Netflix,19250,19
2024-01-08,Other Operation,01,India,Amazon,99953,51
2024-01-08,Store WS,09,Germany,Facebook,61843,68
2024-01-08,Store XX,11,China,Apple,70826,59
2024-01-08,Store CO,08,UK,Netflix,10026,53
2024-01-08,Other Operation,00,China,Tesla,29748,32
2024-01-08,Store WS,10,Germany,Facebook,70825,75
2024-01-08,Store WS,07,China,Tesla,78113,47
2024-01-08,Store XX,10,Japan,Microsoft,21756,87
2024-01-08,Store WS,04,China,Facebook,97004,84
2024-01-08,Store WS,11,Japan,Amazon,54992,44
2024-01-08,Other Operation,02,France,Twitter,47216,54
2024-01-08,Store CO,03,France,Apple,96620,51
2024-01-08,Store CO,04,France,Twitter,72787,3
2024-01-08,Store CO,07,India,Apple,98297,70
2024-01-08,Store WS,02,Germany,Twitter,72660,3
2024-01-08,Store XX,02,Germany,Apple,73459,37
2024-01-08,Store XX,11,USA,Facebook,26419,40
2024-01-08,Other Operation,06,France,Uber,86596,92
2024-01-08,Store WS,03,Brazil,Apple,95175,98
2024-01-08,Other Operation,11,Germany,Microsoft,53721,62
2024-01-08,Store XX,01,Germany,Apple,69897,23
2024-01-08,Other Operation,10,France,Tesla,75870,4
2024-01-08,Store WS,03,Canada,Twitter,93961,97
2024-01-08,Other Operation,06,USA,Uber,58577,88
2024-01-08,Other Operation,08,USA,Amazon,43236,10
2024-01-08,Store CO,02,Japan,Uber,22090,89
2024-01-08,Store CO,09,Germany,Apple,24437,20
2024-01-08,Other Operation,04,Brazil,Facebook,84658,13
2024-01-08,Store WS,03,Japan,Apple,94373,101
2024-01-08,Store XX,06,Brazil,Apple,14414,51
2024-01-08,Store WS,09,Germany,Tesla,40692,55
2024-01-08,Other Operation,08,Canada,Facebook,71502,63
2024-01-08,Store CO,09,China,Twitter,95503,25
2024-01-08,Other Operation,03,China,Amazon,76461,22
2024-01-08,Store WS,03,Japan,Twitter,63480,96
2024-01-08,Other Operation,11,Germany,Uber,23535,67
2024-01-08,Store XX,06,Germany,Microsoft,92838,46
2024-01-08,Other Operation,02,China,Netflix,62175,27
2024-01-08,Other Operation,02,Japan,Amazon,15137,87
2024-01-08,Store CO,02,India,Microsoft,56411,101
2024-01-08,Store XX,09,Canada,Netflix,56821,91
2024-01-08,Store WS,03,Japan,Facebook,13240,63
2024-01-08,Store XX,06,Germany,Apple,66009,100
2024-01-08,Store WS,05,France,Uber,55922,62
2024-01-08,Store WS,08,China,Twitter,46973,28
2024-01-08,Store WS,00,France,Microsoft,91453,67
2024-01-08,Store WS,01,UK,Apple,60603,7
2024-01-08,Store XX,07,Japan,Twitter,93609,38
2024-01-08,Store XX,07,UK,Facebook,59524,53
2024-01-08,Store WS,01,China,Netflix,80998,35
2024-01-08,Store WS,08,UK,Twitter,64649,29
2024-01-08,Store XX,01,USA,Microsoft,26150,76
2024-01-08,Other Operation,02,China,Amazon,31784,36
2024-01-08,Store XX,00,Canada,Tesla,87449,59
2024-01-08,Store XX,02,China,Uber,18996,92
2024-01-08,Other Operation,03,USA,Twitter,27124,98
2024-01-08,Store XX,03,Germany,Uber,99421,17
2024-01-08,Other Operation,01,USA,Tesla,80901,44
2024-01-08,Store XX,11,Canada,Microsoft,88182,3
2024-01-08,Store CO,10,USA,Apple,92154,79
2024-01-08,Other Operation,07,France,Twitter,41274,15
2024-01-08,Store XX,06,UK,Amazon,62565,36
2024-01-08,Store CO,06,USA,Twitter,66037,91
2024-01-08,Store CO,06,France,Tesla,32403,21
2024-01-08,Store CO,02,India,Apple,59450,66
2024-01-08,Store WS,07,Germany,Netflix,86346,14
2024-01-08,Other Operation,08,India,Twitter,14576,97
2024-01-08,Other Operation,06,Brazil,Tesla,72681,23
2024-01-08,Store WS,11,China,Facebook,45976,35
2024-01-08,Store CO,03,France,Facebook,71570,29
2024-01-08,Store CO,07,Japan,Twitter,39608,46
2024-01-08,Other Operation,08,China,Amazon,99335,70
2024-01-08,Other Operation,07,Canada,Facebook,78859,10
2024-01-08,Store CO,00,Brazil,Microsoft,65706,20
2024-01-08,Store CO,00,UK,Facebook,25768,31
2024-01-08,Store XX,01,Canada,Apple,67076,74
2024-01-08,Store WS,03,USA,Netflix,46736,37
2024-01-08,Store WS,09,Germany,Twitter,81857,81
2024-01-08,Store WS,01,Japan,Tesla,42794,59
2024-01-08,Store WS,07,India,Facebook,48808,47
2024-01-08,Store WS,02,France,Microsoft,55205,33
2024-01-08,Other Operation,11,Japan,Uber,59137,33
2024-01-08,Store WS,04,Germany,Amazon,36935,33
2024-01-08,Other Operation,04,France,Microsoft,89393,64
2024-01-08,Store XX,05,USA,Microsoft,63624,92
2024-01-08,Other Operation,09,Germany,Apple,63231,16
2024-01-08,Store CO,01,USA,Apple,34717,94
2024-01-08,Store XX,01,USA,Facebook,99302,58
2024-01-08,Store CO,11,Germany,Microsoft,22243,1
2024-01-08,Other Operation,04,China,Tesla,89838,3
2024-01-08,Store CO,00,Brazil,Tesla,98508,99
2024-01-08,Other Operation,05,Brazil,Amazon,84226,68
2024-01-08,Store XX,10,Germany,Amazon,16897,5
2024-01-08,Store CO,01,Brazil,Facebook,66843,51
2024-01-08,Store WS,01,China,Uber,43463,11
2024-01-08,Store XX,04,India,Amazon,95269,27
2024-01-08,Store WS,03,USA,Facebook,10646,72
2024-01-08,Other Operation,02,China,Netflix,39078,101
2024-01-08,Store WS,07,Japan,Amazon,88966,83
2024-01-08,Store WS,09,France,Amazon,93880,68
2024-01-08,Other Operation,04,Canada,Tesla,66780,66
2024-01-08,Store XX,08,Canada,Twitter,85670,63
2024-01-08,Store XX,04,China,Netflix,88056,76
2024-01-08,Store XX,06,UK,Amazon,20537,69
2024-01-08,Other Operation,00,Germany,Apple,61229,23
2024-01-08,Store XX,11,Japan,Tesla,47392,45
2024-01-08,Store CO,10,India,Tesla,68590,62
2024-01-08,Store CO,01,France,Twitter,82776,50
2024-01-08,Store WS,03,France,Uber,99707,53
2024-01-08,Store CO,01,Brazil,Apple,96887,101
2024-01-08,Store CO,01,Canada,Netflix,91303,29
2024-01-08,Store XX,08,UK,Amazon,15288,34
2024-01-08,Store XX,04,Germany,Apple,23327,16
2024-01-08,Store WS,08,Japan,Netflix,60444,65
2024-01-08,Store WS,06,India,Uber,51685,5
2024-01-08,Store WS,09,India,Apple,36268,62
2024-01-08,Other Operation,02,UK,Amazon,16277,85
2024-01-08,Store XX,01,Japan,Microsoft,97747,53
2024-01-08,Store XX,10,India,Netflix,79553,63
2024-01-08,Store CO,06,UK,Amazon,73110,21
2024-01-08,Store CO,02,Canada,Netflix,53452,32
2024-01-08,Store WS,08,USA,Twitter,30840,44
2024-01-08,Store WS,08,Canada,Tesla,15769,16
2024-01-08,Store XX,05,Brazil,Apple,60656,23
2024-01-08,Store WS,10,France,Apple,75453,19
2024-01-08,Store XX,04,China,Facebook,73351,8
2024-01-08,Store CO,02,China,Netflix,58926,48
2024-01-08,Store WS,05,Germany,Tesla,57211,50
2024-01-08,Store XX,05,Canada,Uber,87538,51
2024-01-08,Other Operation,09,China,Facebook,77976,29
2024-01-08,Store CO,05,Germany,Amazon,34545,64
2024-01-08,Other Operation,04,Japan,Amazon,28913,97
2024-01-08,Other Operation,09,France,Netflix,83958,20
2024-01-08,Other Operation,03,UK,Facebook,79584,29
2024-01-08,Store CO,04,USA,Microsoft,54341,75
2024-01-08,Store CO,03,Germany,Amazon,21498,29
2024-01-08,Store XX,06,Canada,Uber,25958,66
2024-01-08,Other Operation,05,Canada,Facebook,58738,1
2024-01-08,Other Operation,08,USA,Tesla,25070,25
2024-01-08,Store XX,05,Brazil,Tesla,62997,99
2024-01-08,Other Operation,06,Brazil,Uber,32765,101
2024-01-08,Store XX,06,Japan,Twitter,95630,77
2024-01-08,Other Operation,06,India,Twitter,53060,68
2024-01-08,Store WS,05,India,Facebook,97160,90
2024-01-08,Store CO,09,UK,Facebook,15979,92
2024-01-08,Store XX,05,Germany,Netflix,28768,78
2024-01-08,Store CO,05,Japan,Apple,72603,70
2024-01-08,Store WS,09,Brazil,Microsoft,46417,40
2024-01-08,Other Operation,08,UK,Apple,70952,101
2024-01-08,Store CO,03,UK,Tesla,38370,44
2024-01-08,Other Operation,10,UK,Uber,90616,49
2024-01-08,Store WS,10,Canada,Uber,77290,55
2024-01-08,Other Operation,06,USA,Amazon,42968,100
2024-01-08,Store CO,10,USA,Facebook,23275,64
2024-01-08,Store CO,10,Canada,Tesla,31440,2
2024-01-08,Other Operation,07,Canada,Apple,33501,88
2024-01-08,Store CO,10,Brazil,Twitter,61368,29
2024-01-08,Store XX,05,UK,Amazon,34095,4
2024-01-08,Store CO,03,Japan,Microsoft,77711,65
2024-01-08,Store WS,05,Germany,Uber,29094,70
2024-01-08,Store XX,03,China,Netflix,60145,80
2024-01-08,Other Operation,08,India,Amazon,47635,87
2024-01-08,Store WS,00,USA,Facebook,59357,1
2024-01-08,Store WS,10,UK,Microsoft,64937,43
2024-01-08,Store WS,06,Brazil,Tesla,35531,88
2024-01-08,Store CO,01,China,Apple,78285,59
2024-01-08,Other Operation,10,Brazil,Netflix,56785,18
2024-01-08,Other Operation,09,UK,Facebook,44807,46
2024-01-08,Other Operation,06,China,Apple,28708,78
2024-01-08,Other Operation,11,Germany,Amazon,48658,24
2024-01-08,Store XX,05,India,Twitter,68516,66
2024-01-08,Store WS,11,China,Apple,14215,40
2024-01-08,Store XX,03,France,Microsoft,96640,41
2024-01-08,Store CO,11,France,Uber,64647,35
2024-01-08,Store CO,06,Japan,Uber,47053,77
2024-01-08,Store CO,00,Japan,Apple,25690,60
2024-01-08,Store CO,05,UK,Amazon,23730,7
2024-01-08,Other Operation,05,France,Apple,52606,26
2024-01-08,Store CO,09,Brazil,Tesla,70607,58
2024-01-08,Store XX,07,Japan,Facebook,82884,30
2024-01-08,Store XX,08,UK,Tesla,50139,16
2024-01-08,Store WS,05,France,Netflix,85574,69
2024-01-08,Store XX,02,France,Twitter,42791,66
2024-01-08,Store WS,00,France,Twitter,85304,86
2024-01-08,Store XX,00,China,Facebook,20607,60
2024-01-08,Store XX,01,Brazil,Facebook,81382,44
2024-01-08,Store WS,04,Japan,Microsoft,41974,71
2024-01-08,Store WS,06,USA,Microsoft,43119,63
2024-01-08,Other Operation,01,USA,Microsoft,79609,1
2024-01-08,Store WS,00,Brazil,Amazon,63054,75
2024-01-08,Other Operation,07,Germany,Twitter,68001,88
2024-01-08,Store CO,10,Brazil,Uber,99884,58
2024-01-08,Other Operation,09,UK,Netflix,37128,69
2024-01-08,Other Operation,01,Canada,Uber,89768,24
2024-01-08,Store CO,05,France,Facebook,71552,11
2024-01-08,Other Operation,01,UK,Tesla,51530,41
2024-01-08,Store XX,01,India,Tesla,31009,59
2024-01-08,Store CO,00,UK,Twitter,54629,4
2024-01-08,Other Operation,03,China,Amazon,35584,54
2024-01-08,Store XX,02,UK,Microsoft,63534,31
2024-01-08,Store WS,00,India,Apple,10568,65
2024-01-08,Store XX,03,Brazil,Tesla,52596,7
2024-01-08,Store CO,05,Canada,Microsoft,89585,64
2024-01-08,Store WS,09,UK,Uber,68217,48
2024-01-08,Store XX,10,China,Netflix,10634,101
2024-01-08,Other Operation,02,France,Uber,23930,27
2024-01-08,Store WS,06,Japan,Microsoft,37687,81
2024-01-08,Store CO,09,Brazil,Tesla,25367,45
2024-01-08,Store WS,06,USA,Facebook,69956,35
2024-01-08,Other Operation,09,India,Twitter,82463,53
2024-01-08,Store CO,06,USA,Amazon,70773,19
2024-01-08,Store CO,03,Canada,Twitter,91065,18
2024-01-08,Store WS,10,Canada,Apple,52439,76
2024-01-08,Store XX,09,India,Apple,54524,14
2024-01-08,Store XX,01,UK,Microsoft,83766,2
2024-01-08,Store XX,00,France,Amazon,58934,62
2024-01-08,Store WS,03,Canada,Facebook,48831,76
2024-01-08,Store XX,03,China,Amazon,11417,82
2024-01-08,Store XX,10,USA,Netflix,28933,78
2024-01-08,Other Operation,07,France,Microsoft,50829,45
2024-01-08,Store CO,01,UK,Netflix,92278,84
2024-01-08,Other Operation,04,France,Netflix,87844,67
2024-01-08,Store CO,02,USA,Apple,82618,80
2024-01-08,Store CO,07,China,Apple,23683,19
2024-01-08,Store CO,10,India,Amazon,43831,38
2024-01-08,Other Operation,05,China,Netflix,78970,93
2024-01-08,Store WS,02,China,Apple,80299,26
2024-01-08,Store XX,11,USA,Amazon,33100,27
2024-01-08,Other Operation,03,USA,Netflix,53408,69
2024-01-08,Other Operation,05,China,Twitter,49196,5
2024-01-08,Store WS,09,UK,Microsoft,70637,50
2024-01-08,Store WS,07,Canada,Microsoft,40330,43
2024-01-08,Store XX,06,USA,Netflix,40126,37
2024-01-08,Other Operation,10,India,Amazon,73795,74
2024-01-08,Store WS,09,Canada,Apple,92723,85
2024-01-08,Other Operation,11,France,Facebook,23699,52
2024-01-08,Store CO,11,India,Tesla,24431,44
2024-01-08,Store WS,00,Canada,Netflix,11442,97
2024-01-08,Store XX,06,Brazil,Netflix,29436,72
2024-01-08,Store WS,05,Japan,Uber,10513,94
2024-01-08,Store CO,10,UK,Twitter,82038,15
2024-01-08,Store WS,11,Canada,Uber,44671,91
2024-01-08,Store XX,07,Brazil,Tesla,75636,26
2024-01-08,Store WS,04,USA,Twitter,95649,29
2024-01-08,Other Operation,00,USA,Amazon,28579,53
2024-01-08,Store WS,10,Germany,Tesla,14927,8
2024-01-08,Store CO,04,India,Amazon,84755,66
2024-01-08,Other Operation,11,China,Twitter,31945,36
2024-01-08,Other Operation,02,Germany,Twitter,43031,86
2024-01-08,Store XX,07,Brazil,Apple,44460,41
2024-01-08,Store CO,02,Canada,Twitter,91383,47
2024-01-08,Store CO,09,Brazil,Twitter,53807,94
2024-01-08,Other Operation,10,India,Twitter,74285,98
2024-01-08,Store WS,00,France,Facebook,75003,25
2024-01-08,Other Operation,04,Canada,Facebook,55955,97
2024-01-08,Store XX,00,China,Uber,50897,20
2024-01-08,Store WS,01,USA,Amazon,40837,56
2024-01-08,Store WS,04,Brazil,Amazon,65240,10
2024-01-08,Other Operation,11,China,Uber,98455,77
2024-01-08,Store XX,04,USA,Tesla,18033,88
2024-01-08,Store XX,03,Japan,Microsoft,69403,97
2024-01-08,Store XX,08,France,Uber,64114,36
2024-01-08,Store CO,07,Canada,Microsoft,81666,59
2024-01-08,Store XX,09,China,Tesla,17409,32
2024-01-08,Store CO,00,Canada,Facebook,26831,55
2024-01-08,Store WS,11,Germany,Apple,27345,68
2024-01-08,Store XX,09,UK,Microsoft,46876,64
2024-01-08,Store WS,08,Germany,Uber,65351,5
2024-01-08,Store WS,05,Canada,Netflix,51166,88
2024-01-08,Other Operation,06,Brazil,Netflix,79260,19
2024-01-08,Store CO,09,UK,Microsoft,16558,25
2024-01-08,Store CO,07,Germany,Tesla,39422,61
2024-01-08,Store XX,01,Germany,Tesla,44583,94
2024-01-08,Store CO,01,Germany,Facebook,35777,23
2024-01-08,Store XX,00,France,Twitter,82608,18
2024-01-08,Store XX,04,China,Uber,44425,31
2024-01-08,Store WS,00,UK,Amazon,98171,53
2024-01-08,Store CO,03,UK,Facebook,22615,30
2024-01-08,Store WS,08,France,Uber,44930,73
2024-01-08,Other Operation,07,France,Amazon,36596,64
2024-01-08,Store CO,10,Canada,Microsoft,70677,45
2024-01-08,Store CO,07,Canada,Tesla,45856,36
2024-01-08,Store CO,11,France,Amazon,24305,80
2024-01-08,Store CO,03,India,Apple,72559,4
2024-01-08,Store WS,04,Japan,Uber,47945,56
2024-01-08,Store CO,07,China,Uber,75691,21
2024-01-08,Other Operation,04,China,Netflix,47077,86
2024-01-08,Store XX,04,Canada,Uber,99851,48
2024-01-08,Store XX,05,Canada,Microsoft,74594,36
2024-01-08,Other Operation,05,UK,Netflix,54178,92
2024-01-08,Other Operation,06,China,Uber,34519,67
2024-01-08,Store WS,07,UK,Facebook,77239,27
2024-01-08,Store CO,11,USA,Twitter,27579,2
2024-01-08,Store WS,00,Canada,Microsoft,21138,54
2024-01-08,Other Operation,09,Japan,Facebook,25506,82
2024-01-08,Store WS,03,UK,Netflix,35444,16
2024-01-08,Store WS,06,India,Facebook,37787,94
2024-01-08,Store WS,03,Brazil,Amazon,90751,46
2024-01-08,Store CO,01,Canada,Tesla,78798,20
2024-01-08,Store XX,10,UK,Uber,53138,79
2024-01-08,Store WS,07,Germany,Microsoft,77637,82
2024-01-08,Store CO,07,India,Amazon,34472,9
2024-01-08,Store CO,11,India,Uber,51035,48
2024-01-08,Store WS,03,Germany,Facebook,28229,59
2024-01-08,Other Operation,07,Brazil,Uber,36535,5
2024-01-08,Other Operation,05,USA,Netflix,78086,84
2024-01-08,Store CO,06,Germany,Amazon,69255,34
2024-01-08,Store XX,03,UK,Uber,43270,27
2024-01-08,Store CO,09,Brazil,Tesla,17622,28
2024-01-08,Store XX,03,India,Twitter,44484,40
2024-01-08,Store WS,07,Germany,Tesla,92126,37
2024-01-08,Store CO,10,Germany,Microsoft,99487,81
2024-01-08,Store XX,00,USA,Twitter,11637,44
2024-01-08,Store WS,04,China,Facebook,45963,25
2024-01-08,Store XX,10,Germany,Microsoft,27074,26
2024-01-08,Store WS,07,China,Tesla,15471,82
2024-01-08,Other Operation,07,France,Tesla,66329,28
2024-01-08,Other Operation,10,Brazil,Amazon,65657,17
2024-01-08,Store WS,00,France,Microsoft,87758,60
2024-01-08,Store WS,02,USA,Uber,61372,100
2024-01-08,Store XX,09,Canada,Uber,66254,65
2024-01-08,Store WS,07,UK,Apple,37891,37
2024-01-08,Store WS,10,Japan,Twitter,91920,67
2024-01-08,Store CO,04,Japan,Apple,23216,3
2024-01-08,Other Operation,10,Germany,Apple,63875,56
2024-01-08,Other Operation,05,Japan,Netflix,87351,40
2024-01-08,Store WS,04,Japan,Facebook,69952,81
2024-01-08,Store WS,11,Japan,Apple,92880,92
2024-01-08,Other Operation,11,India,Microsoft,92895,28
2024-01-08,Store CO,10,Canada,Netflix,48832,51
2024-01-08,Store CO,04,Germany,Uber,98537,26
2024-01-08,Store XX,10,Germany,Amazon,21299,77
2024-01-08,Store XX,03,Canada,Apple,32703,15
2024-01-08,Store WS,10,France,Netflix,29879,71
2024-01-08,Store CO,09,Japan,Microsoft,18157,65
2024-01-08,Store XX,00,Canada,Uber,30079,61
2024-01-08,Other Operation,02,Canada,Uber,33048,68
2024-01-08,Store WS,11,Germany,Twitter,77380,89
2024-01-08,Store CO,04,UK,Uber,85296,63
2024-01-08,Other Operation,08,USA,Netflix,81680,98
2024-01-08,Store XX,02,Germany,Uber,77988,70
2024-01-08,Store XX,09,France,Netflix,78572,30
2024-01-08,Store WS,02,USA,Facebook,75370,23
2024-01-08,Store CO,07,Japan,Microsoft,79110,63
2024-01-08,Store CO,09,USA,Netflix,77966,79
2024-01-08,Store XX,06,Canada,Facebook,60529,47
2024-01-08,Store CO,08,Japan,Apple,70955,98
2024-01-08,Store CO,08,Canada,Apple,33682,87
2024-01-08,Other Operation,00,Canada,Amazon,59516,94
2024-01-08,Other Operation,08,France,Microsoft,81893,21
2024-01-08,Store WS,00,Japan,Twitter,94662,54
2024-01-08,Store CO,09,China,Facebook,92395,56
2024-01-08,Store CO,09,Japan,Facebook,28074,29
2024-01-08,Store CO,11,Brazil,Amazon,25100,71
2024-01-08,Store WS,05,Canada,Tesla,73001,17
2024-01-08,Store XX,08,Germany,Facebook,13582,12
2024-01-08,Store XX,04,UK,Tesla,85175,42
2024-01-08,Other Operation,10,China,Netflix,32758,45
2024-01-08,Store WS,05,China,Netflix,97003,43
2024-01-08,Store WS,01,Canada,Tesla,23110,88
2024-01-08,Store XX,02,Brazil,Amazon,51578,20
2024-01-08,Store WS,02,UK,Twitter,95624,38
2024-01-08,Other Operation,05,Japan,Microsoft,67916,9
2024-01-08,Store XX,00,UK,Amazon,34287,66
2024-01-08,Store XX,03,Germany,Netflix,88371,77
2024-01-08,Store CO,08,Brazil,Twitter,15283,75
2024-01-08,Store XX,09,USA,Tesla,16907,15
2024-01-08,Store WS,10,China,Netflix,34704,48
2024-01-08,Other Operation,01,UK,Twitter,62863,85
2024-01-08,Store WS,09,Japan,Netflix,65886,98
2024-01-08,Store XX,02,India,Microsoft,45079,19
2024-01-08,Store CO,06,Germany,Apple,51470,12
2024-01-08,Other Operation,00,China,Amazon,68884,25
2024-01-08,Store WS,02,France,Microsoft,84412,61
2024-01-08,Store XX,11,France,Amazon,68977,84
2024-01-08,Store WS,03,Japan,Amazon,91009,82
2024-01-08,Other Operation,01,Germany,Twitter,30539,88
2024-01-08,Store CO,11,Canada,Amazon,28323,84
2024-01-08,Store CO,03,Germany,Tesla,13622,8
2024-01-08,Other Operation,02,Brazil,Amazon,49152,10
2024-01-08,Store CO,11,Germany,Amazon,54387,81
2024-01-08,Store WS,05,Canada,Tesla,22132,10
2024-01-08,Store WS,02,China,Uber,20613,5
2024-01-08,Other Operation,10,China,Tesla,49916,23
2024-01-08,Store WS,04,China,Twitter,84179,94
2024-01-08,Store WS,01,UK,Netflix,14277,81
2024-01-08,Store XX,07,UK,Tesla,68158,68
2024-01-08,Store CO,04,India,Netflix,85160,41
2024-01-08,Other Operation,01,UK,Netflix,82197,69
2024-01-08,Store XX,09,China,Netflix,88689,58
2024-01-08,Other Operation,10,UK,Uber,10582,41
2024-01-08,Other Operation,05,India,Amazon,10670,3
2024-01-08,Store CO,01,Brazil,Apple,68660,52
2024-01-08,Other Operation,02,India,Twitter,88336,84
2024-01-08,Store XX,11,China,Apple,18542,86
2024-01-08,Store WS,03,France,Uber,71276,20
2024-01-08,Store CO,04,China,Netflix,88734,74
2024-01-08,Store XX,00,Canada,Uber,39528,89
2024-01-08,Store WS,04,France,Microsoft,47253,9
2024-01-08,Store WS,07,France,Microsoft,23390,10
2024-01-08,Other Operation,02,UK,Microsoft,11493,47
2024-01-08,Store XX,02,UK,Netflix,57519,52
2024-01-08,Store CO,08,Brazil,Facebook,81989,54
2024-01-08,Store CO,10,Germany,Uber,72412,95
2024-01-08,Other Operation,02,Brazil,Microsoft,95248,6
2024-01-08,Store WS,01,China,Microsoft,78827,41
2024-01-08,Store XX,10,UK,Apple,93682,16
2024-01-08,Store XX,06,Brazil,Twitter,82621,87
2024-01-08,Store CO,10,Canada,Apple,17711,39
2024-01-08,Other Operation,08,UK,Microsoft,52837,55
2024-01-08,Store CO,00,UK,Amazon,33269,63
2024-01-09,Store CO,11,Germany,Tesla,71828,72
2024-01-09,Store XX,08,Brazil,Netflix,68206,21
2024-01-09,Store XX,00,Canada,Tesla,68616,89
2024-01-09,Store CO,05,China,Facebook,64743,64
2024-01-09,Store XX,00,France,Facebook,34318,12
2024-01-09,Store XX,04,USA,Facebook,35472,38
2024-01-09,Store XX,06,France,Facebook,42032,79
2024-01-09,Store CO,08,USA,Tesla,36345,67
2024-01-09,Other Operation,06,Canada,Netflix,77162,85
2024-01-09,Store CO,09,France,Tesla,28585,20
2024-01-09,Other Operation,01,Japan,Facebook,57204,96
2024-01-09,Other Operation,04,India,Tesla,33757,1
2024-01-09,Other Operation,00,Italy,Facebook,47763,34
2024-01-09,Other Operation,10,Canada,Facebook,58658,99
2024-01-09,Other Operation,01,Italy,Netflix,51320,61
2024-01-09,Store XX,08,USA,Netflix,26976,37
2024-01-09,Store CO,01,Germany,Tesla,31541,20
2024-01-09,Store XX,03,Canada,Facebook,25545,68
2024-01-09,Other Operation,10,Brazil,Netflix,42054,69
2024-01-09,Store XX,11,Japan,Tesla,53673,100
2024-01-09,Other Operation,03,China,Netflix,25999,22
2024-01-09,Store XX,05,India,Tesla,48338,40
2024-01-09,Store XX,06,Japan,Netflix,55812,18
2024-01-09,Other Operation,10,Japan,Tesla,13304,98
2024-01-09,Store XX,02,Germany,Tesla,12140,23
2024-01-09,Other Operation,10,Italy,Facebook,64407,96
2024-01-09,Store XX,10,Brazil,Netflix,54620,20
